cod_areacarga;dat_referencia;din_referenciautc;val_cargaglobalcons;val_cargaglobal;val_consistencia
RR;2021-07-13;2021-07-13T06:00:00Z;140,8763;140,8763;0
RR;2021-07-13;2021-07-13T06:30:00Z;137,3147;137,3147;0
RR;2021-07-13;2021-07-13T07:00:00Z;134,3755;134,3755;0
RR;2021-07-13;2021-07-13T07:30:00Z;130,7052;130,7052;0
RR;2021-07-13;2021-07-13T08:00:00Z;127,8142;127,8142;0
RR;2021-07-13;2021-07-13T08:30:00Z;126,0662;126,0662;0
RR;2021-07-13;2021-07-13T09:00:00Z;123,9243;123,9243;0
RR;2021-07-13;2021-07-13T09:30:00Z;122,3491;122,3491;0
RR;2021-07-13;2021-07-13T10:00:00Z;117,7823;117,7823;0
RR;2021-07-13;2021-07-13T10:30:00Z;105,1246;105,1246;0
RR;2021-07-13;2021-07-13T11:00:00Z;99,1533;99,1533;0
RR;2021-07-13;2021-07-13T11:30:00Z;98,3002;98,3002;0
RR;2021-07-13;2021-07-13T12:00:00Z;102,5015;102,5015;0
RR;2021-07-13;2021-07-13T12:30:00Z;112,6751;112,6751;0
RR;2021-07-13;2021-07-13T13:00:00Z;117,047;117,047;0
RR;2021-07-13;2021-07-13T13:30:00Z;119,7061;119,7061;0
RR;2021-07-13;2021-07-13T14:00:00Z;121,9039;121,9039;0
RR;2021-07-13;2021-07-13T14:30:00Z;124,2491;124,2491;0
RR;2021-07-13;2021-07-13T15:00:00Z;124,1222;124,1222;0
RR;2021-07-13;2021-07-13T15:30:00Z;125,9188;125,9188;0
RR;2021-07-13;2021-07-13T16:00:00Z;116,5432;116,5432;0
RR;2021-07-13;2021-07-13T16:30:00Z;117,7394;117,7394;0
RR;2021-07-13;2021-07-13T17:00:00Z;120,3318;120,3318;0
RR;2021-07-13;2021-07-13T17:30:00Z;124,7635;124,7635;0
RR;2021-07-13;2021-07-13T18:00:00Z;128,3903;128,3903;0
RR;2021-07-13;2021-07-13T18:30:00Z;134,2878;134,2878;0
RR;2021-07-13;2021-07-13T19:00:00Z;136,2563;136,2563;0
RR;2021-07-13;2021-07-13T19:30:00Z;133,9077;133,9077;0
RR;2021-07-13;2021-07-13T20:00:00Z;131,7482;131,7482;0
RR;2021-07-13;2021-07-13T20:30:00Z;129,8736;129,8736;0
RR;2021-07-13;2021-07-13T21:00:00Z;125,4897;125,4897;0
RR;2021-07-13;2021-07-13T21:30:00Z;120,1347;120,1347;0
RR;2021-07-13;2021-07-13T22:00:00Z;115,3629;115,3629;0
RR;2021-07-13;2021-07-13T22:30:00Z;115,6925;115,6925;0
RR;2021-07-13;2021-07-13T23:00:00Z;127,9962;127,9962;0
RR;2021-07-13;2021-07-13T23:30:00Z;131,6512;131,6512;0
RR;2021-07-13;2021-07-14T00:00:00Z;131,445;131,445;0
RR;2021-07-13;2021-07-14T00:30:00Z;132,2513;132,2513;0
RR;2021-07-13;2021-07-14T01:00:00Z;134,7616;134,7616;0
RR;2021-07-13;2021-07-14T01:30:00Z;138,0339;138,0339;0
RR;2021-07-13;2021-07-14T02:00:00Z;141,5051;141,5051;0
RR;2021-07-13;2021-07-14T02:30:00Z;144,272;144,272;0
RR;2021-07-13;2021-07-14T03:00:00Z;145,4007;145,4007;0
RR;2021-07-14;2021-07-14T03:30:00Z;146,8345;146,8345;0
RR;2021-07-14;2021-07-14T04:00:00Z;144,7195;144,7195;0
RR;2021-07-14;2021-07-14T04:30:00Z;141,7208;141,7208;0
RR;2021-07-14;2021-07-14T05:00:00Z;138,9055;138,9055;0
RR;2021-07-14;2021-07-14T05:30:00Z;136,1421;136,1421;0
RR;2021-07-14;2021-07-14T06:00:00Z;132,8424;132,8424;0
RR;2021-07-14;2021-07-14T06:30:00Z;129,8529;129,8529;0
RR;2021-07-14;2021-07-14T07:00:00Z;127,3655;127,3655;0
RR;2021-07-14;2021-07-14T07:30:00Z;125,3229;125,3229;0
RR;2021-07-14;2021-07-14T08:00:00Z;123,0537;123,0537;0
RR;2021-07-14;2021-07-14T08:30:00Z;122,0487;122,0487;0
RR;2021-07-14;2021-07-14T09:00:00Z;120,3558;120,3558;0
RR;2021-07-14;2021-07-14T09:30:00Z;118,2272;118,2272;0
RR;2021-07-14;2021-07-14T10:00:00Z;114,9857;114,9857;0
RR;2021-07-14;2021-07-14T10:30:00Z;103,5159;103,5159;0
RR;2021-07-14;2021-07-14T11:00:00Z;97,0913;97,0913;0
RR;2021-07-14;2021-07-14T11:30:00Z;100,1048;100,1048;0
RR;2021-07-14;2021-07-14T12:00:00Z;102,7747;102,7747;0
RR;2021-07-14;2021-07-14T12:30:00Z;109,7547;109,7547;0
RR;2021-07-14;2021-07-14T13:00:00Z;112,8724;112,8724;0
RR;2021-07-14;2021-07-14T13:30:00Z;112,9647;112,9647;0
RR;2021-07-14;2021-07-14T14:00:00Z;112,7081;112,7081;0
RR;2021-07-14;2021-07-14T14:30:00Z;113,7364;113,7364;0
RR;2021-07-14;2021-07-14T15:00:00Z;114,7879;114,7879;0
RR;2021-07-14;2021-07-14T15:30:00Z;114,5325;114,5325;0
RR;2021-07-14;2021-07-14T16:00:00Z;113,9663;113,9663;0
RR;2021-07-14;2021-07-14T16:30:00Z;112,6007;112,6007;0
RR;2021-07-14;2021-07-14T17:00:00Z;115,0911;115,0911;0
RR;2021-07-14;2021-07-14T17:30:00Z;120,8531;120,8531;0
RR;2021-07-14;2021-07-14T18:00:00Z;126,6438;126,6438;0
RR;2021-07-14;2021-07-14T18:30:00Z;134,692;134,692;0
RR;2021-07-14;2021-07-14T19:00:00Z;135,5003;23,0505;112,44981
RR;2021-07-14;2021-07-14T19:30:00Z;134,8432;107,8457;26,997498
RR;2021-07-14;2021-07-14T20:00:00Z;133,685;44,0777;89,6073
RR;2021-07-14;2021-07-14T20:30:00Z;132,9821;47,4382;85,5439
RR;2021-07-14;2021-07-14T21:00:00Z;130,3788;131,1417;-0,7628937
RR;2021-07-14;2021-07-14T21:30:00Z;128,6141;128,6141;0
RR;2021-07-14;2021-07-14T22:00:00Z;122,8417;122,8417;0
RR;2021-07-14;2021-07-14T22:30:00Z;121,0653;121,0653;0
RR;2021-07-14;2021-07-14T23:00:00Z;132,2131;132,2131;0
RR;2021-07-14;2021-07-14T23:30:00Z;134,4854;134,4854;0
RR;2021-07-14;2021-07-15T00:00:00Z;135,6643;135,6643;0
RR;2021-07-14;2021-07-15T00:30:00Z;137,0647;137,0647;0
RR;2021-07-14;2021-07-15T01:00:00Z;139,0327;139,0327;0
RR;2021-07-14;2021-07-15T01:30:00Z;141,2209;141,2209;0
RR;2021-07-14;2021-07-15T02:00:00Z;144,7036;144,7036;0
RR;2021-07-14;2021-07-15T02:30:00Z;146,8373;146,8373;0
RR;2021-07-14;2021-07-15T03:00:00Z;147,8983;147,8983;0
RR;2021-07-15;2021-07-15T03:30:00Z;149,3069;149,3069;0
RR;2021-07-15;2021-07-15T04:00:00Z;147,4839;147,4839;0
RR;2021-07-15;2021-07-15T04:30:00Z;143,7815;143,7815;0
RR;2021-07-15;2021-07-15T05:00:00Z;142,6736;142,6736;0
RR;2021-07-15;2021-07-15T05:30:00Z;139,7987;139,7987;0
RR;2021-07-15;2021-07-15T06:00:00Z;135,4247;135,4247;0
RR;2021-07-15;2021-07-15T06:30:00Z;132,7996;132,7996;0
RR;2021-07-15;2021-07-15T07:00:00Z;130,5521;130,5521;0
RR;2021-07-15;2021-07-15T07:30:00Z;126,4051;126,4051;0
RR;2021-07-15;2021-07-15T08:00:00Z;124,1759;124,1759;0
RR;2021-07-15;2021-07-15T08:30:00Z;121,6313;121,6313;0
RR;2021-07-15;2021-07-15T09:00:00Z;119,5429;119,5429;0
RR;2021-07-15;2021-07-15T09:30:00Z;118,0578;118,0578;0
RR;2021-07-15;2021-07-15T10:00:00Z;116,9143;116,9143;0
RR;2021-07-15;2021-07-15T10:30:00Z;108,3726;108,3726;0
RR;2021-07-15;2021-07-15T11:00:00Z;101,3474;101,3474;0
RR;2021-07-15;2021-07-15T11:30:00Z;99,6059;99,6059;0
RR;2021-07-15;2021-07-15T12:00:00Z;101,0447;101,0447;0
RR;2021-07-15;2021-07-15T12:30:00Z;107,114;107,114;0
RR;2021-07-15;2021-07-15T13:00:00Z;109,7191;109,7191;0
RR;2021-07-15;2021-07-15T13:30:00Z;112,5072;112,5072;0
RR;2021-07-15;2021-07-15T14:00:00Z;112,5858;112,5858;0
RR;2021-07-15;2021-07-15T14:30:00Z;116,0822;116,0822;0
RR;2021-07-15;2021-07-15T15:00:00Z;118,2951;118,2951;0
RR;2021-07-15;2021-07-15T15:30:00Z;120,1674;120,1674;0
RR;2021-07-15;2021-07-15T16:00:00Z;120,5703;120,5703;0
RR;2021-07-15;2021-07-15T16:30:00Z;118,9185;118,9185;0
RR;2021-07-15;2021-07-15T17:00:00Z;119,8307;119,8307;0
RR;2021-07-15;2021-07-15T17:30:00Z;127,7697;127,7697;0
RR;2021-07-15;2021-07-15T18:00:00Z;132,0849;132,0849;0
RR;2021-07-15;2021-07-15T18:30:00Z;138,2873;138,2873;0
RR;2021-07-15;2021-07-15T19:00:00Z;137,6546;137,6546;0
RR;2021-07-15;2021-07-15T19:30:00Z;137,1178;137,1178;0
RR;2021-07-15;2021-07-15T20:00:00Z;138,7648;138,7648;0
RR;2021-07-15;2021-07-15T20:30:00Z;137,9938;137,9938;0
RR;2021-07-15;2021-07-15T21:00:00Z;135,7018;135,7018;0
RR;2021-07-15;2021-07-15T21:30:00Z;130,4546;130,4546;0
RR;2021-07-15;2021-07-15T22:00:00Z;122,3119;122,3119;0
RR;2021-07-15;2021-07-15T22:30:00Z;121,0863;121,0863;0
RR;2021-07-15;2021-07-15T23:00:00Z;133,9081;133,9081;0
RR;2021-07-15;2021-07-15T23:30:00Z;136,5318;136,5318;0
RR;2021-07-15;2021-07-16T00:00:00Z;133,4596;133,4596;0
RR;2021-07-15;2021-07-16T00:30:00Z;133,428;133,428;0
RR;2021-07-15;2021-07-16T01:00:00Z;136,9426;136,9426;0
RR;2021-07-15;2021-07-16T01:30:00Z;138,6311;138,6311;0
RR;2021-07-15;2021-07-16T02:00:00Z;141,5447;141,5447;0
RR;2021-07-15;2021-07-16T02:30:00Z;144,6532;144,6532;0
RR;2021-07-15;2021-07-16T03:00:00Z;146,3203;146,3203;0
RR;2021-07-16;2021-07-16T03:30:00Z;146,7411;146,7411;0
RR;2021-07-16;2021-07-16T04:00:00Z;146,2073;146,2073;0
RR;2021-07-16;2021-07-16T04:30:00Z;143,7238;143,7238;0
RR;2021-07-16;2021-07-16T05:00:00Z;140,0799;140,0799;0
RR;2021-07-16;2021-07-16T05:30:00Z;135,3963;135,3963;0
RR;2021-07-16;2021-07-16T06:00:00Z;131,943;131,943;0
RR;2021-07-16;2021-07-16T06:30:00Z;128,2795;128,2795;0
RR;2021-07-16;2021-07-16T07:00:00Z;125,6346;125,6346;0
RR;2021-07-16;2021-07-16T07:30:00Z;122,9058;122,9058;0
RR;2021-07-16;2021-07-16T08:00:00Z;121,061;121,061;0
RR;2021-07-16;2021-07-16T08:30:00Z;118,8644;118,8644;0
RR;2021-07-16;2021-07-16T09:00:00Z;117,5328;117,5328;0
RR;2021-07-16;2021-07-16T09:30:00Z;116,2716;116,2716;0
RR;2021-07-16;2021-07-16T10:00:00Z;112,988;112,988;0
RR;2021-07-16;2021-07-16T10:30:00Z;103,1852;103,1852;0
RR;2021-07-16;2021-07-16T11:00:00Z;97,6444;97,6444;0
RR;2021-07-16;2021-07-16T11:30:00Z;95,9353;95,9353;0
RR;2021-07-16;2021-07-16T12:00:00Z;97,3403;97,3403;0
RR;2021-07-16;2021-07-16T12:30:00Z;103,7113;103,7113;0
RR;2021-07-16;2021-07-16T13:00:00Z;105,3815;105,3815;0
RR;2021-07-16;2021-07-16T13:30:00Z;108,2;108,2;0
RR;2021-07-16;2021-07-16T14:00:00Z;106,3332;106,3332;0
RR;2021-07-16;2021-07-16T14:30:00Z;107,7312;107,7312;0
RR;2021-07-16;2021-07-16T15:00:00Z;101,4955;101,4955;0
RR;2021-07-16;2021-07-16T15:30:00Z;106,6291;106,6291;0
RR;2021-07-16;2021-07-16T16:00:00Z;103,3489;103,3489;0
RR;2021-07-16;2021-07-16T16:30:00Z;97,4973;97,4973;0
RR;2021-07-16;2021-07-16T17:00:00Z;96,7872;96,7872;0
RR;2021-07-16;2021-07-16T17:30:00Z;100,7036;100,7036;0
RR;2021-07-16;2021-07-16T18:00:00Z;105,6141;105,6141;0
RR;2021-07-16;2021-07-16T18:30:00Z;111,8323;111,8323;0
RR;2021-07-16;2021-07-16T19:00:00Z;115,5701;115,5701;0
RR;2021-07-16;2021-07-16T19:30:00Z;117,2995;117,2995;0
RR;2021-07-16;2021-07-16T20:00:00Z;117,9682;117,9682;0
RR;2021-07-16;2021-07-16T20:30:00Z;118,2988;118,2988;0
RR;2021-07-16;2021-07-16T21:00:00Z;117,2977;117,2977;0
RR;2021-07-16;2021-07-16T21:30:00Z;113,6252;113,6252;0
RR;2021-07-16;2021-07-16T22:00:00Z;109,4625;109,4625;0
RR;2021-07-16;2021-07-16T22:30:00Z;107,4844;107,4844;0
RR;2021-07-16;2021-07-16T23:00:00Z;120,2143;120,2143;0
RR;2021-07-16;2021-07-16T23:30:00Z;123,7247;123,7247;0
RR;2021-07-16;2021-07-17T00:00:00Z;124,7923;124,7923;0
RR;2021-07-16;2021-07-17T00:30:00Z;124,0667;124,0667;0
RR;2021-07-16;2021-07-17T01:00:00Z;125,2298;125,2298;0
RR;2021-07-16;2021-07-17T01:30:00Z;126,4672;126,4672;0
RR;2021-07-16;2021-07-17T02:00:00Z;128,7364;128,7364;0
RR;2021-07-16;2021-07-17T02:30:00Z;131,7609;131,7609;0
RR;2021-07-16;2021-07-17T03:00:00Z;133,3162;133,3162;0
RR;2021-07-17;2021-07-17T03:30:00Z;136,1934;136,1934;0
RR;2021-07-17;2021-07-17T04:00:00Z;136,5567;136,5567;0
RR;2021-07-17;2021-07-17T04:30:00Z;135,81;135,81;0
RR;2021-07-17;2021-07-17T05:00:00Z;134,6935;134,6935;0
RR;2021-07-17;2021-07-17T05:30:00Z;132,671;132,671;0
RR;2021-07-17;2021-07-17T06:00:00Z;130,4263;130,4263;0
RR;2021-07-17;2021-07-17T06:30:00Z;127,9766;127,9766;0
RR;2021-07-17;2021-07-17T07:00:00Z;125,634;125,634;0
RR;2021-07-17;2021-07-17T07:30:00Z;123,2098;123,2098;0
RR;2021-07-17;2021-07-17T08:00:00Z;120,7542;120,7542;0
RR;2021-07-17;2021-07-17T08:30:00Z;118,8342;118,8342;0
RR;2021-07-17;2021-07-17T09:00:00Z;117,3419;117,3419;0
RR;2021-07-17;2021-07-17T09:30:00Z;115,6342;115,6342;0
RR;2021-07-17;2021-07-17T10:00:00Z;110,6425;110,6425;0
RR;2021-07-17;2021-07-17T10:30:00Z;100,6539;100,6539;0
RR;2021-07-17;2021-07-17T11:00:00Z;97,3188;97,3188;0
RR;2021-07-17;2021-07-17T11:30:00Z;95,7626;95,7626;0
RR;2021-07-17;2021-07-17T12:00:00Z;97,1098;97,1098;0
RR;2021-07-17;2021-07-17T12:30:00Z;102,7988;102,7988;0
RR;2021-07-17;2021-07-17T13:00:00Z;104,5856;104,5856;0
RR;2021-07-17;2021-07-17T13:30:00Z;105,2603;105,2603;0
RR;2021-07-17;2021-07-17T14:00:00Z;106,4866;106,4866;0
RR;2021-07-17;2021-07-17T14:30:00Z;107,2095;107,2095;0
RR;2021-07-17;2021-07-17T15:00:00Z;108,6662;108,6662;0
RR;2021-07-17;2021-07-17T15:30:00Z;110,5774;110,5774;0
RR;2021-07-17;2021-07-17T16:00:00Z;109,7593;109,7593;0
RR;2021-07-17;2021-07-17T16:30:00Z;107,4398;107,4398;0
RR;2021-07-17;2021-07-17T17:00:00Z;110,9248;110,9248;0
RR;2021-07-17;2021-07-17T17:30:00Z;117,7345;117,7345;0
RR;2021-07-17;2021-07-17T18:00:00Z;121,9088;121,9088;0
RR;2021-07-17;2021-07-17T18:30:00Z;126,9313;126,9313;0
RR;2021-07-17;2021-07-17T19:00:00Z;128,352;128,352;0
RR;2021-07-17;2021-07-17T19:30:00Z;126,3407;126,3407;0
RR;2021-07-17;2021-07-17T20:00:00Z;123,1269;123,1269;0
RR;2021-07-17;2021-07-17T20:30:00Z;119,4515;119,4515;0
RR;2021-07-17;2021-07-17T21:00:00Z;115,9377;115,9377;0
RR;2021-07-17;2021-07-17T21:30:00Z;112,8627;112,8627;0
RR;2021-07-17;2021-07-17T22:00:00Z;111,616;111,616;0
RR;2021-07-17;2021-07-17T22:30:00Z;115,9168;115,9168;0
RR;2021-07-17;2021-07-17T23:00:00Z;129,7217;129,7217;0
RR;2021-07-17;2021-07-17T23:30:00Z;133,364;133,364;0
RR;2021-07-17;2021-07-18T00:00:00Z;134,4879;134,4879;0
RR;2021-07-17;2021-07-18T00:30:00Z;134,2548;134,2548;0
RR;2021-07-17;2021-07-18T01:00:00Z;134,9332;134,9332;0
RR;2021-07-17;2021-07-18T01:30:00Z;136,2942;136,2942;0
RR;2021-07-17;2021-07-18T02:00:00Z;136,8696;136,8696;0
RR;2021-07-17;2021-07-18T02:30:00Z;137,232;137,232;0
RR;2021-07-17;2021-07-18T03:00:00Z;137,8756;137,8756;0
RR;2021-07-18;2021-07-18T03:30:00Z;138,0266;138,0266;0
RR;2021-07-18;2021-07-18T04:00:00Z;137,7996;137,7996;0
RR;2021-07-18;2021-07-18T04:30:00Z;136,5184;136,5184;0
RR;2021-07-18;2021-07-18T05:00:00Z;135,7253;135,7253;0
RR;2021-07-18;2021-07-18T05:30:00Z;127,249;127,249;0
RR;2021-07-18;2021-07-18T06:00:00Z;131,8947;131,8947;0
RR;2021-07-18;2021-07-18T06:30:00Z;128,2962;128,2962;0
RR;2021-07-18;2021-07-18T07:00:00Z;125,8745;125,8745;0
RR;2021-07-18;2021-07-18T07:30:00Z;123,9921;123,9921;0
RR;2021-07-18;2021-07-18T08:00:00Z;122,4718;122,4718;0
RR;2021-07-18;2021-07-18T08:30:00Z;120,5549;120,5549;0
RR;2021-07-18;2021-07-18T09:00:00Z;119,2975;119,2975;0
RR;2021-07-18;2021-07-18T09:30:00Z;118,0181;118,0181;0
RR;2021-07-18;2021-07-18T10:00:00Z;115,1191;115,1191;0
RR;2021-07-18;2021-07-18T10:30:00Z;105,2957;105,2957;0
RR;2021-07-18;2021-07-18T11:00:00Z;99,5842;99,5842;0
RR;2021-07-18;2021-07-18T11:30:00Z;97,2002;97,2002;0
RR;2021-07-18;2021-07-18T12:00:00Z;94,565;94,565;0
RR;2021-07-18;2021-07-18T12:30:00Z;91,504;91,504;0
RR;2021-07-18;2021-07-18T13:00:00Z;90,017;90,017;0
RR;2021-07-18;2021-07-18T13:30:00Z;88,7159;88,7159;0
RR;2021-07-18;2021-07-18T14:00:00Z;87,449;87,449;0
RR;2021-07-18;2021-07-18T14:30:00Z;86,9255;86,9255;0
RR;2021-07-18;2021-07-18T15:00:00Z;88,1686;88,1686;0
RR;2021-07-18;2021-07-18T15:30:00Z;89,4251;89,4251;0
RR;2021-07-18;2021-07-18T16:00:00Z;91,7803;91,7803;0
RR;2021-07-18;2021-07-18T16:30:00Z;92,9282;92,9282;0
RR;2021-07-18;2021-07-18T17:00:00Z;96,2458;96,2458;0
RR;2021-07-18;2021-07-18T17:30:00Z;99,2118;99,2118;0
RR;2021-07-18;2021-07-18T18:00:00Z;105,0851;105,0851;0
RR;2021-07-18;2021-07-18T18:30:00Z;108,0532;108,0532;0
RR;2021-07-18;2021-07-18T19:00:00Z;109,2508;109,2508;0
RR;2021-07-18;2021-07-18T19:30:00Z;107,0273;107,0273;0
RR;2021-07-18;2021-07-18T20:00:00Z;102,5404;102,5404;0
RR;2021-07-18;2021-07-18T20:30:00Z;100,8248;100,8248;0
RR;2021-07-18;2021-07-18T21:00:00Z;98,1399;98,1399;0
RR;2021-07-18;2021-07-18T21:30:00Z;96,3148;96,3148;0
RR;2021-07-18;2021-07-18T22:00:00Z;96,8859;96,8859;0
RR;2021-07-18;2021-07-18T22:30:00Z;104,3508;104,3508;0
RR;2021-07-18;2021-07-18T23:00:00Z;116,791;116,791;0
RR;2021-07-18;2021-07-18T23:30:00Z;119,6858;119,6858;0
RR;2021-07-18;2021-07-19T00:00:00Z;121,5577;121,5577;0
RR;2021-07-18;2021-07-19T00:30:00Z;122,8745;122,8745;0
RR;2021-07-18;2021-07-19T01:00:00Z;124,5985;124,5985;0
RR;2021-07-18;2021-07-19T01:30:00Z;127,236;127,236;0
RR;2021-07-18;2021-07-19T02:00:00Z;130,2213;130,2213;0
RR;2021-07-18;2021-07-19T02:30:00Z;133,6149;133,6149;0
RR;2021-07-18;2021-07-19T03:00:00Z;135,1037;135,1037;0
RR;2021-07-19;2021-07-19T03:30:00Z;135,5008;135,5008;0
RR;2021-07-19;2021-07-19T04:00:00Z;134,4166;134,4166;0
RR;2021-07-19;2021-07-19T04:30:00Z;132,5091;132,5091;0
RR;2021-07-19;2021-07-19T05:00:00Z;131,3616;131,3616;0
RR;2021-07-19;2021-07-19T05:30:00Z;128,7768;128,7768;0
RR;2021-07-19;2021-07-19T06:00:00Z;126,1024;126,1024;0
RR;2021-07-19;2021-07-19T06:30:00Z;123,3055;123,3055;0
RR;2021-07-19;2021-07-19T07:00:00Z;120,0738;120,0738;0
RR;2021-07-19;2021-07-19T07:30:00Z;118,5414;118,5414;0
RR;2021-07-19;2021-07-19T08:00:00Z;116,7245;116,7245;0
RR;2021-07-19;2021-07-19T08:30:00Z;114,9107;114,9107;0
RR;2021-07-19;2021-07-19T09:00:00Z;113,2613;113,2613;0
RR;2021-07-19;2021-07-19T09:30:00Z;111,6584;111,6584;0
RR;2021-07-19;2021-07-19T10:00:00Z;107,9853;107,9853;0
RR;2021-07-19;2021-07-19T10:30:00Z;97,2608;97,2608;0
RR;2021-07-19;2021-07-19T11:00:00Z;93,4318;93,4318;0
RR;2021-07-19;2021-07-19T11:30:00Z;93,9497;93,9497;0
RR;2021-07-19;2021-07-19T12:00:00Z;98,4404;98,4404;0
RR;2021-07-19;2021-07-19T12:30:00Z;98,3094;98,3094;0
RR;2021-07-19;2021-07-19T13:00:00Z;102,0541;102,0541;0
RR;2021-07-19;2021-07-19T13:30:00Z;115,6234;115,6234;0
RR;2021-07-19;2021-07-19T14:00:00Z;117,7985;117,7985;0
RR;2021-07-19;2021-07-19T14:30:00Z;120,6555;120,6555;0
RR;2021-07-19;2021-07-19T15:00:00Z;122,346;122,346;0
RR;2021-07-19;2021-07-19T15:30:00Z;122,4903;122,4903;0
RR;2021-07-19;2021-07-19T16:00:00Z;123,7579;123,7579;0
RR;2021-07-19;2021-07-19T16:30:00Z;120,9932;120,9932;0
RR;2021-07-19;2021-07-19T17:00:00Z;115,845;115,845;0
RR;2021-07-19;2021-07-19T17:30:00Z;118,0828;118,0828;0
RR;2021-07-19;2021-07-19T18:00:00Z;125,3755;125,3755;0
RR;2021-07-19;2021-07-19T18:30:00Z;129,05;129,05;0
RR;2021-07-19;2021-07-19T19:00:00Z;132,9273;132,9273;0
RR;2021-07-19;2021-07-19T19:30:00Z;132,4628;132,4628;0
RR;2021-07-19;2021-07-19T20:00:00Z;129,301;129,301;0
RR;2021-07-19;2021-07-19T20:30:00Z;127,532;127,532;0
RR;2021-07-19;2021-07-19T21:00:00Z;123,6544;123,6544;0
RR;2021-07-19;2021-07-19T21:30:00Z;118,8969;118,8969;0
RR;2021-07-19;2021-07-19T22:00:00Z;113,7531;113,7531;0
RR;2021-07-19;2021-07-19T22:30:00Z;111,4709;111,4709;0
RR;2021-07-19;2021-07-19T23:00:00Z;124,3963;124,3963;0
RR;2021-07-19;2021-07-19T23:30:00Z;128,2427;128,2427;0
RR;2021-07-19;2021-07-20T00:00:00Z;130,3683;130,3683;0
RR;2021-07-19;2021-07-20T00:30:00Z;131,6111;131,6111;0
RR;2021-07-19;2021-07-20T01:00:00Z;134,4083;134,4083;0
RR;2021-07-19;2021-07-20T01:30:00Z;137,9679;137,9679;0
RR;2021-07-19;2021-07-20T02:00:00Z;142,2256;142,2256;0
RR;2021-07-19;2021-07-20T02:30:00Z;146,4259;146,4259;0
RR;2021-07-19;2021-07-20T03:00:00Z;147,9278;147,9278;0
RR;2021-07-20;2021-07-20T03:30:00Z;149,3071;149,3071;0
RR;2021-07-20;2021-07-20T04:00:00Z;147,5447;147,5447;0
RR;2021-07-20;2021-07-20T04:30:00Z;143,8806;143,8806;0
RR;2021-07-20;2021-07-20T05:00:00Z;140,2304;140,2304;0
RR;2021-07-20;2021-07-20T05:30:00Z;137,2485;137,2485;0
RR;2021-07-20;2021-07-20T06:00:00Z;133,6061;133,6061;0
RR;2021-07-20;2021-07-20T06:30:00Z;130,0881;130,0881;0
RR;2021-07-20;2021-07-20T07:00:00Z;127,0023;127,0023;0
RR;2021-07-20;2021-07-20T07:30:00Z;123,9289;123,9289;0
RR;2021-07-20;2021-07-20T08:00:00Z;120,3211;120,3211;0
RR;2021-07-20;2021-07-20T08:30:00Z;118,1546;118,1546;0
RR;2021-07-20;2021-07-20T09:00:00Z;116,3837;116,3837;0
RR;2021-07-20;2021-07-20T09:30:00Z;114,4807;114,4807;0
RR;2021-07-20;2021-07-20T10:00:00Z;110,7909;110,7909;0
RR;2021-07-20;2021-07-20T10:30:00Z;95,446;95,446;0
RR;2021-07-20;2021-07-20T11:00:00Z;91,3817;91,3817;0
RR;2021-07-20;2021-07-20T11:30:00Z;100,2242;100,2242;0
RR;2021-07-20;2021-07-20T12:00:00Z;103,8554;103,8554;0
RR;2021-07-20;2021-07-20T12:30:00Z;109,2018;109,2018;0
RR;2021-07-20;2021-07-20T13:00:00Z;114,2266;114,2266;0
RR;2021-07-20;2021-07-20T13:30:00Z;115,6536;115,6536;0
RR;2021-07-20;2021-07-20T14:00:00Z;117,5863;117,5863;0
RR;2021-07-20;2021-07-20T14:30:00Z;120,0956;120,0956;0
RR;2021-07-20;2021-07-20T15:00:00Z;122,1134;122,1134;0
RR;2021-07-20;2021-07-20T15:30:00Z;123,5532;123,5532;0
RR;2021-07-20;2021-07-20T16:00:00Z;124,054;124,054;0
RR;2021-07-20;2021-07-20T16:30:00Z;122,6625;122,6625;0
RR;2021-07-20;2021-07-20T17:00:00Z;126,67;126,67;0
RR;2021-07-20;2021-07-20T17:30:00Z;132,1627;132,1627;0
RR;2021-07-20;2021-07-20T18:00:00Z;139,8296;139,8296;0
RR;2021-07-20;2021-07-20T18:30:00Z;146,05;146,05;0
RR;2021-07-20;2021-07-20T19:00:00Z;145,9928;145,9928;0
RR;2021-07-20;2021-07-20T19:30:00Z;145,8338;145,8338;0
RR;2021-07-20;2021-07-20T20:00:00Z;138,3429;138,3429;0
RR;2021-07-20;2021-07-20T20:30:00Z;129,6925;129,6925;0
RR;2021-07-20;2021-07-20T21:00:00Z;123,7609;123,7609;0
RR;2021-07-20;2021-07-20T21:30:00Z;118,5119;118,5119;0
RR;2021-07-20;2021-07-20T22:00:00Z;113,3122;113,3122;0
RR;2021-07-20;2021-07-20T22:30:00Z;112,7032;112,7032;0
RR;2021-07-20;2021-07-20T23:00:00Z;124,8755;124,8755;0
RR;2021-07-20;2021-07-20T23:30:00Z;128,7896;128,7896;0
RR;2021-07-20;2021-07-21T00:00:00Z;131,0821;131,0821;0
RR;2021-07-20;2021-07-21T00:30:00Z;131,6529;131,6529;0
RR;2021-07-20;2021-07-21T01:00:00Z;134,4742;134,4742;0
RR;2021-07-20;2021-07-21T01:30:00Z;137,0505;137,0505;0
RR;2021-07-20;2021-07-21T02:00:00Z;140,5675;140,5675;0
RR;2021-07-20;2021-07-21T02:30:00Z;144,5928;144,5928;0
